,index,Unicode_Character,character,structure,segment,pinyin,segment1,segment2,pinyin1,pinyin2,consonant,vowel,tone,consonant1,vowel1,tone1,consonant2,vowel2,tone2,segment1_sound,segment2_sound
3887,4144,U+07383,玃,0,犭矍,jue2,犭,矍,犭,jue2,j,ue,2,00,,犭,j,ue,2,"[0, 0, 0]","[1, 1, 1]"
3888,4146,U+07385,玅,0,玄少,miao4,玄,少,xuan2,shao3,m,iao,4,x,uan,2,sh,ao,3,"[0, 0, 0]","[0, 0, 0]"
3889,4147,U+07386,玆,0,玄玄,zi1,玄,玄,xuan2,xuan2,z,i,1,x,uan,2,x,uan,2,"[0, 0, 0]","[0, 0, 0]"
3890,4149,U+07388,玈,0,玄旅,lu2,玄,旅,xuan2,lv3,l,u,2,x,uan,2,l,v,3,"[0, 0, 1]","[1, 0, 0]"
3891,4153,U+0738E,玎,0,王丁,ding1,王,丁,wang2,ding1,d,ing,1,w,ang,2,d,ing,1,"[0, 0, 0]","[1, 1, 1]"
3892,4154,U+07392,玒,0,王工,hong2,王,工,wang2,gong1,h,ong,2,w,ang,2,g,ong,1,"[0, 0, 1]","[0, 1, 0]"
3893,4155,U+07393,玓,0,王勺,di4,王,勺,wang2,shao2,d,i,4,w,ang,2,sh,ao,2,"[0, 0, 0]","[0, 0, 0]"
3894,4156,U+07395,玕,0,王干,gan1,王,干,wang2,gan1,g,an,1,w,ang,2,g,an,1,"[0, 0, 0]","[1, 1, 1]"
3895,4157,U+07396,玖,0,王久,jiu3,王,久,wang2,jiu3,j,iu,3,w,ang,2,j,iu,3,"[0, 0, 0]","[1, 1, 1]"
3896,4158,U+07398,玘,0,玉己,ji3,玉,己,yu4,ji3,j,i,3,y,u,4,j,i,3,"[0, 0, 0]","[1, 1, 1]"
3897,4159,U+0739F,玟,0,王文,min2,王,文,wang2,wen2,m,in,2,w,ang,2,w,en,2,"[0, 0, 1]","[0, 0, 1]"
3898,4160,U+073A0,玠,0,王介,jie4,王,介,wang2,jie4,j,ie,4,w,ang,2,j,ie,4,"[0, 0, 0]","[1, 1, 1]"
3899,4161,U+073A4,玤,0,王丰,bang4,王,丰,wang2,feng1,b,ang,4,w,ang,2,f,eng,1,"[0, 1, 0]","[0, 0, 0]"
3900,4162,U+073A7,玧,0,王允,yun3,王,允,wang2,yun3,y,un,3,w,ang,2,y,un,3,"[0, 0, 0]","[1, 1, 1]"
3901,4163,U+073A9,玩,0,王元,wan2,王,元,wang2,yuan2,w,an,2,w,ang,2,y,uan,2,"[1, 0, 1]","[0, 0, 1]"
3902,4164,U+073AA,玪,0,王今,jian1,王,今,wang2,jin1,j,ian,1,w,ang,2,j,in,1,"[0, 0, 0]","[1, 0, 1]"
3903,4165,U+073AD,玭,0,王比,pi2,王,比,wang2,bi3,p,i,2,w,ang,2,b,i,3,"[0, 0, 1]","[0, 1, 0]"
3904,4166,U+073B2,玲,0,王令,ling2,王,令,wang2,ling4,l,ing,2,w,ang,2,l,ing,4,"[0, 0, 1]","[1, 1, 0]"
3905,4167,U+073B3,玳,0,王代,dai4,王,代,wang2,dai4,d,ai,4,w,ang,2,d,ai,4,"[0, 0, 0]","[1, 1, 1]"
3906,4168,U+073BB,玻,0,王皮,bo1,王,皮,wang2,pi2,b,o,1,w,ang,2,p,i,2,"[0, 0, 0]","[0, 0, 0]"
3907,4169,U+073BC,玼,0,王此,ci3,王,此,wang2,ci3,c,i,3,w,ang,2,c,i,3,"[0, 0, 0]","[1, 1, 1]"
3908,4170,U+073BD,玽,0,王句,gou3,王,句,wang2,ju4,g,ou,3,w,ang,2,j,u,4,"[0, 0, 0]","[0, 0, 0]"
3909,4171,U+073C0,珀,0,王白,po4,王,白,wang2,bai2,p,o,4,w,ang,2,b,ai,2,"[0, 0, 0]","[0, 0, 0]"
3910,4172,U+073C2,珂,0,王可,ke1,王,可,wang2,ke3,k,e,1,w,ang,2,k,e,3,"[0, 0, 0]","[1, 1, 0]"
3911,4173,U+073C7,珇,0,王且,zu3,王,且,wang2,qie3,z,u,3,w,ang,2,q,ie,3,"[0, 0, 0]","[0, 0, 1]"
3912,4174,U+073C8,珈,0,王加,jia1,王,加,wang2,jia1,j,ia,1,w,ang,2,j,ia,1,"[0, 0, 0]","[1, 1, 1]"
3913,4175,U+073C9,珉,0,王民,min2,王,民,wang2,min2,m,in,2,w,ang,2,m,in,2,"[0, 0, 1]","[1, 1, 1]"
3914,4176,U+073CA,珊,0,王册,shan1,王,册,wang2,ce4,sh,an,1,w,ang,2,c,e,4,"[0, 0, 0]","[0, 0, 0]"
3915,4177,U+073CC,珌,0,王必,bi4,王,必,wang2,bi4,b,i,4,w,ang,2,b,i,4,"[0, 0, 0]","[1, 1, 1]"
3917,4179,U+073D5,珕,0,王劦,li4,王,劦,wang2,xie2,l,i,4,w,ang,2,x,ie,2,"[0, 0, 0]","[0, 0, 0]"
3918,4180,U+073D9,珙,0,王共,gong3,王,共,wang2,gong4,g,ong,3,w,ang,2,g,ong,4,"[0, 0, 0]","[1, 1, 0]"
3919,4181,U+073DB,珛,0,王有,xiu4,王,有,wang2,you3,x,iu,4,w,ang,2,y,ou,3,"[0, 0, 0]","[0, 0, 0]"
3920,4182,U+073DD,珝,0,王羽,xu3,王,羽,wang2,yu3,x,u,3,w,ang,2,y,u,3,"[0, 0, 0]","[0, 1, 1]"
3921,4183,U+073DE,珞,0,王各,luo4,王,各,wang2,ge4,l,uo,4,w,ang,2,g,e,4,"[0, 0, 0]","[0, 0, 1]"
3922,4184,U+073E0,珠,0,王朱,zhu1,王,朱,wang2,zhu1,zh,u,1,w,ang,2,zh,u,1,"[0, 0, 0]","[1, 1, 1]"
3923,4185,U+073E3,珣,0,王旬,xun2,王,旬,wang2,xun2,x,un,2,w,ang,2,x,un,2,"[0, 0, 1]","[1, 1, 1]"
3924,4186,U+073E5,珥,0,王耳,er3,王,耳,wang2,er3,00,er,3,w,ang,2,00,er,3,"[0, 0, 0]","[1, 1, 1]"
3925,4187,U+073E6,珦,0,王向,xiang4,王,向,wang2,xiang4,x,iang,4,w,ang,2,x,iang,4,"[0, 0, 0]","[1, 1, 1]"
3926,4188,U+073E7,珧,0,王兆,yao2,王,兆,wang2,zhao4,y,ao,2,w,ang,2,zh,ao,4,"[0, 0, 1]","[0, 1, 0]"
3927,4189,U+073E9,珩,0,王行,heng2,王,行,wang2,xing2,h,eng,2,w,ang,2,x,ing,2,"[0, 0, 1]","[0, 0, 1]"
3928,4190,U+073EA,珪,0,王圭,gui1,王,圭,wang2,gui1,g,ui,1,w,ang,2,g,ui,1,"[0, 0, 0]","[1, 1, 1]"
3929,4191,U+073ED,班,4,玨刂,ban1,玨,刂,jue2,dao1,b,an,1,j,ue,2,d,ao,1,"[0, 0, 0]","[0, 0, 1]"
3930,4192,U+073F8,珸,0,王吾,wu2,王,吾,wang2,wu2,w,u,2,w,ang,2,w,u,2,"[1, 0, 1]","[1, 1, 1]"
3931,4193,U+073FD,珽,0,王廷,ting3,王,廷,wang2,ting2,t,ing,3,w,ang,2,t,ing,2,"[0, 0, 0]","[1, 1, 0]"
3932,4194,U+073FE,現,0,王見,xian4,王,見,wang2,jian4,x,ian,4,w,ang,2,j,ian,4,"[0, 0, 0]","[0, 1, 1]"
3933,4195,U+07400,琀,0,王含,han2,王,含,wang2,han2,h,an,2,w,ang,2,h,an,2,"[0, 0, 1]","[1, 1, 1]"
3934,4196,U+07401,琁,0,王旋,xuan2,王,旋,wang2,xuan2,x,uan,2,w,ang,2,x,uan,2,"[0, 0, 1]","[1, 1, 1]"
3935,4197,U+07402,琂,0,王言,yan2,王,言,wang2,yan2,y,an,2,w,ang,2,y,an,2,"[0, 0, 1]","[1, 1, 1]"
3936,4198,U+07403,球,0,王求,qiu2,王,求,wang2,qiu2,q,iu,2,w,ang,2,q,iu,2,"[0, 0, 1]","[1, 1, 1]"
3937,4199,U+07405,琅,0,王良,lang2,王,良,wang2,liang2,l,ang,2,w,ang,2,l,iang,2,"[0, 1, 1]","[1, 0, 1]"
3938,4200,U+07406,理,0,王里,li3,王,里,wang2,li3,l,i,3,w,ang,2,l,i,3,"[0, 0, 0]","[1, 1, 1]"
3941,4203,U+07416,琖,0,王戔,zhan3,王,戔,wang2,jian1,zh,an,3,w,ang,2,j,ian,1,"[0, 0, 0]","[0, 0, 0]"
3942,4204,U+0741A,琚,0,王居,ju1,王,居,wang2,ju1,j,u,1,w,ang,2,j,u,1,"[0, 0, 0]","[1, 1, 1]"
3943,4205,U+0741F,琟,0,王隹,wei2,王,隹,wang2,zhui1,w,ei,2,w,ang,2,zh,ui,1,"[1, 0, 1]","[0, 0, 0]"
3944,4206,U+07420,琠,0,王典,dian3,王,典,wang2,dian3,d,ian,3,w,ang,2,d,ian,3,"[0, 0, 0]","[1, 1, 1]"
3945,4207,U+07421,琡,0,王叔,chu4,王,叔,wang2,shu1,ch,u,4,w,ang,2,sh,u,1,"[0, 0, 0]","[0, 1, 0]"
3946,4208,U+07422,琢,0,王豖,zhuo2,王,豖,wang2,chu4,zh,uo,2,w,ang,2,ch,u,4,"[0, 0, 1]","[0, 0, 0]"
3947,4209,U+07424,琤,0,王爭,cheng1,王,爭,wang2,zheng1,ch,eng,1,w,ang,2,zh,eng,1,"[0, 0, 0]","[0, 1, 1]"
3948,4210,U+07425,琥,0,王虎,hu3,王,虎,wang2,hu3,h,u,3,w,ang,2,h,u,3,"[0, 0, 0]","[1, 1, 1]"
3949,4211,U+07428,琨,0,王昆,kun1,王,昆,wang2,kun1,k,un,1,w,ang,2,k,un,1,"[0, 0, 0]","[1, 1, 1]"
3950,4212,U+0742B,琫,0,王奉,beng3,王,奉,wang2,feng4,b,eng,3,w,ang,2,f,eng,4,"[0, 0, 0]","[0, 1, 0]"
3951,4213,U+0742C,琬,0,王宛,wan3,王,宛,wang2,wan3,w,an,3,w,ang,2,w,an,3,"[1, 0, 0]","[1, 1, 1]"
3952,4214,U+0742E,琮,0,王宗,cong2,王,宗,wang2,zong1,c,ong,2,w,ang,2,z,ong,1,"[0, 0, 1]","[0, 1, 0]"
3953,4215,U+0742F,琯,0,王官,guan3,王,官,wang2,guan1,g,uan,3,w,ang,2,g,uan,1,"[0, 0, 0]","[1, 1, 0]"
3954,4216,U+07430,琰,0,王炎,yan3,王,炎,wang2,yan2,y,an,3,w,ang,2,y,an,2,"[0, 0, 0]","[1, 1, 0]"
3955,4217,U+07431,琱,0,王周,diao1,王,周,wang2,zhou1,d,iao,1,w,ang,2,zh,ou,1,"[0, 0, 0]","[0, 0, 1]"
3956,4218,U+07432,琲,0,王非,bei4,王,非,wang2,fei1,b,ei,4,w,ang,2,f,ei,1,"[0, 0, 0]","[0, 1, 0]"
3957,4219,U+07433,琳,0,王林,lin2,王,林,wang2,lin2,l,in,2,w,ang,2,l,in,2,"[0, 0, 1]","[1, 1, 1]"
3960,4222,U+0743A,琺,0,王法,fa4,王,法,wang2,fa3,f,a,4,w,ang,2,f,a,3,"[0, 0, 0]","[1, 1, 0]"
3961,4223,U+0743F,琿,0,王軍,hun2,王,軍,wang2,jun1,h,un,2,w,ang,2,j,un,1,"[0, 0, 1]","[0, 1, 0]"
3962,4224,U+07440,瑀,0,王禹,yu3,王,禹,wang2,yu3,y,u,3,w,ang,2,y,u,3,"[0, 0, 0]","[1, 1, 1]"
3963,4225,U+07441,瑁,0,王冒,mao4,王,冒,wang2,mao4,m,ao,4,w,ang,2,m,ao,4,"[0, 0, 0]","[1, 1, 1]"
3964,4226,U+07444,瑄,0,王宣,xuan1,王,宣,wang2,xuan1,x,uan,1,w,ang,2,x,uan,1,"[0, 0, 0]","[1, 1, 1]"
3965,4227,U+0744E,瑎,0,王皆,jie1,王,皆,wang2,jie1,j,ie,1,w,ang,2,j,ie,1,"[0, 0, 0]","[1, 1, 1]"
3966,4228,U+07451,瑑,0,王彖,zhuan4,王,彖,wang2,tuan4,zh,uan,4,w,ang,2,t,uan,4,"[0, 0, 0]","[0, 1, 1]"
3967,4229,U+07452,瑒,0,王昜,yang2,王,昜,wang2,yang2,y,ang,2,w,ang,2,y,ang,2,"[0, 1, 1]","[1, 1, 1]"
3968,4230,U+07455,瑕,0,王叚,xia2,王,叚,wang2,jia3,x,ia,2,w,ang,2,j,ia,3,"[0, 0, 1]","[0, 1, 0]"
3969,4231,U+07457,瑗,0,王爰,yuan4,王,爰,wang2,yuan2,y,uan,4,w,ang,2,y,uan,2,"[0, 0, 0]","[1, 1, 0]"
3971,4233,U+0745A,瑚,0,王胡,hu2,王,胡,wang2,hu2,h,u,2,w,ang,2,h,u,2,"[0, 0, 1]","[1, 1, 1]"
3972,4234,U+0745B,瑛,0,王英,ying1,王,英,wang2,ying1,y,ing,1,w,ang,2,y,ing,1,"[0, 0, 0]","[1, 1, 1]"
3973,4235,U+0745C,瑜,0,王兪,yu2,王,兪,wang2,yu2,y,u,2,w,ang,2,y,u,2,"[0, 0, 1]","[1, 1, 1]"
3974,4236,U+0745D,瑝,0,王皇,huang2,王,皇,wang2,huang2,h,uang,2,w,ang,2,h,uang,2,"[0, 0, 1]","[1, 1, 1]"
3975,4237,U+0745E,瑞,0,王耑,rui4,王,耑,wang2,zhuan1,r,ui,4,w,ang,2,zh,uan,1,"[0, 0, 0]","[0, 0, 0]"
3979,4241,U+07466,瑦,0,王烏,wu1,王,烏,wang2,wu1,w,u,1,w,ang,2,w,u,1,"[1, 0, 0]","[1, 1, 1]"
3980,4242,U+07469,瑩,1,熒玉,ying2,熒,玉,ying2,yu4,y,ing,2,y,ing,2,y,u,4,"[1, 1, 1]","[1, 0, 0]"
3981,4243,U+0746A,瑪,0,王馬,ma3,王,馬,wang2,ma3,m,a,3,w,ang,2,m,a,3,"[0, 0, 0]","[1, 1, 1]"
3982,4244,U+0746C,瑬,1,流玉,liu2,流,玉,liu2,yu4,l,iu,2,l,iu,2,y,u,4,"[1, 1, 1]","[0, 0, 0]"
3983,4245,U+07470,瑰,0,王鬼,gui1,王,鬼,wang2,gui3,g,ui,1,w,ang,2,g,ui,3,"[0, 0, 0]","[1, 1, 0]"
3984,4246,U+07471,瑱,0,王眞,tian4,王,眞,wang2,zhen1,t,ian,4,w,ang,2,zh,en,1,"[0, 0, 0]","[0, 0, 0]"
3985,4247,U+07472,瑲,0,王倉,qiang1,王,倉,wang2,cang1,q,iang,1,w,ang,2,c,ang,1,"[0, 0, 0]","[0, 0, 1]"
3987,4249,U+07475,瑵,0,王蚤,zhao3,王,蚤,wang2,zao3,zh,ao,3,w,ang,2,z,ao,3,"[0, 0, 0]","[0, 1, 1]"
3988,4250,U+07480,璀,0,王崔,cui3,王,崔,wang2,cui1,c,ui,3,w,ang,2,c,ui,1,"[0, 0, 0]","[1, 1, 0]"
3989,4251,U+07481,璁,0,王悤,cong1,王,悤,wang2,cong1,c,ong,1,w,ang,2,c,ong,1,"[0, 0, 0]","[1, 1, 1]"
3990,4252,U+07482,璂,0,王基,qi2,王,基,wang2,ji1,q,i,2,w,ang,2,j,i,1,"[0, 0, 1]","[0, 1, 0]"
3991,4253,U+07483,璃,0,王离,li2,王,离,wang2,li2,l,i,2,w,ang,2,l,i,2,"[0, 0, 1]","[1, 1, 1]"
3992,4254,U+07485,璅,0,王巢,suo3,王,巢,wang2,chao2,s,uo,3,w,ang,2,ch,ao,2,"[0, 0, 0]","[0, 0, 0]"
3993,4255,U+07486,璆,0,王翏,qiu2,王,翏,wang2,liu4,q,iu,2,w,ang,2,l,iu,4,"[0, 0, 1]","[0, 1, 0]"
3995,4257,U+0748B,璋,0,王章,zhang1,王,章,wang2,zhang1,zh,ang,1,w,ang,2,zh,ang,1,"[0, 1, 0]","[1, 1, 1]"
3996,4258,U+0748F,璏,0,王彘,zhi4,王,彘,wang2,zhi4,zh,i,4,w,ang,2,zh,i,4,"[0, 0, 0]","[1, 1, 1]"
3997,4259,U+07490,璐,0,王路,lu4,王,路,wang2,lu4,l,u,4,w,ang,2,l,u,4,"[0, 0, 0]","[1, 1, 1]"
3998,4260,U+07491,璑,0,王無,wu2,王,無,wang2,wu2,w,u,2,w,ang,2,w,u,2,"[1, 0, 1]","[1, 1, 1]"
3999,4261,U+07492,璒,0,王登,deng1,王,登,wang2,deng1,d,eng,1,w,ang,2,d,eng,1,"[0, 0, 0]","[1, 1, 1]"
4001,4263,U+07497,璗,1,湯玉,dang4,湯,玉,tang1,yu4,d,ang,4,t,ang,1,y,u,4,"[0, 1, 0]","[0, 0, 1]"
4002,4264,U+0749C,璜,0,王黃,huang2,王,黃,wang2,huang2,h,uang,2,w,ang,2,h,uang,2,"[0, 0, 1]","[1, 1, 1]"
4003,4265,U+0749E,璞,0,王菐,pu2,王,菐,wang2,pu2,p,u,2,w,ang,2,p,u,2,"[0, 0, 1]","[1, 1, 1]"
4004,4266,U+074A0,璠,0,王番,fan2,王,番,wang2,fan1,f,an,2,w,ang,2,f,an,1,"[0, 0, 1]","[1, 1, 0]"
4005,4267,U+074A1,璡,0,王進,jin4,王,進,wang2,jin4,j,in,4,w,ang,2,j,in,4,"[0, 0, 0]","[1, 1, 1]"
4006,4268,U+074A2,璢,0,王畱,liu2,王,畱,wang2,liu2,l,iu,2,w,ang,2,l,iu,2,"[0, 0, 1]","[1, 1, 1]"
4007,4269,U+074A3,璣,0,王幾,ji1,王,幾,wang2,ji3,j,i,1,w,ang,2,j,i,3,"[0, 0, 0]","[1, 1, 0]"
4008,4270,U+074A5,璥,0,王敬,jing3,王,敬,wang2,jing4,j,ing,3,w,ang,2,j,ing,4,"[0, 0, 0]","[1, 1, 0]"
4009,4271,U+074A7,璧,1,辟玉,bi4,辟,玉,pi4,yu4,b,i,4,p,i,4,y,u,4,"[0, 1, 1]","[0, 0, 1]"
4010,4272,U+074A8,璨,0,王粲,can4,王,粲,wang2,can4,c,an,4,w,ang,2,c,an,4,"[0, 0, 0]","[1, 1, 1]"
4011,4273,U+074A9,璩,0,王豦,qu2,王,豦,wang2,qu2,q,u,2,w,ang,2,q,u,2,"[0, 0, 1]","[1, 1, 1]"
4012,4274,U+074AA,璪,0,王喿,zao3,王,喿,wang2,sao4,z,ao,3,w,ang,2,s,ao,4,"[0, 0, 0]","[0, 1, 0]"
4013,4275,U+074AB,璫,0,王當,dang1,王,當,wang2,dang1,d,ang,1,w,ang,2,d,ang,1,"[0, 1, 0]","[1, 1, 1]"
4014,4276,U+074AC,璬,0,王敫,jiao3,王,敫,wang2,jiao4,j,iao,3,w,ang,2,j,iao,4,"[0, 0, 0]","[1, 1, 0]"
4015,4277,U+074B1,璱,0,王瑟,se4,王,瑟,wang2,se4,s,e,4,w,ang,2,s,e,4,"[0, 0, 0]","[1, 1, 1]"
4016,4278,U+074B5,璵,0,王與,yu2,王,與,wang2,yu3,y,u,2,w,ang,2,y,u,3,"[0, 0, 1]","[1, 1, 0]"
4017,4279,U+074B6,璶,0,王盡,jin4,王,盡,wang2,jin4,j,in,4,w,ang,2,j,in,4,"[0, 0, 0]","[1, 1, 1]"
4018,4280,U+074BD,璽,1,爾玉,xi3,爾,玉,er3,yu4,x,i,3,00,er,3,y,u,4,"[0, 0, 1]","[0, 0, 0]"
4019,4281,U+074BF,璿,0,王睿,xuan2,王,睿,wang2,rui4,x,uan,2,w,ang,2,r,ui,4,"[0, 0, 1]","[0, 0, 0]"
4020,4282,U+074C3,瓃,0,王畾,lei2,王,畾,wang2,lei2,l,ei,2,w,ang,2,l,ei,2,"[0, 0, 1]","[1, 1, 1]"
4021,4283,U+074C5,瓅,0,王樂,li4,王,樂,wang2,le4,l,i,4,w,ang,2,l,e,4,"[0, 0, 0]","[1, 0, 1]"
4022,4284,U+074CA,瓊,0,王夐,qiong2,王,夐,wang2,xiong4,q,iong,2,w,ang,2,x,iong,4,"[0, 0, 1]","[0, 1, 0]"
4023,4285,U+074CF,瓏,0,王龍,long2,王,龍,wang2,long2,l,ong,2,w,ang,2,l,ong,2,"[0, 0, 1]","[1, 1, 1]"
4024,4286,U+074D4,瓔,0,王嬰,ying1,王,嬰,wang2,ying1,y,ing,1,w,ang,2,y,ing,1,"[0, 0, 0]","[1, 1, 1]"
4025,4287,U+074D5,瓕,6,璽弓,mi2,璽,弓,xi3,gong1,m,i,2,x,i,3,g,ong,1,"[0, 1, 0]","[0, 0, 0]"
4026,4288,U+074D7,瓗,0,王巂,xi1,王,巂,wang2,sui3,x,i,1,w,ang,2,s,ui,3,"[0, 0, 0]","[0, 0, 0]"
4027,4289,U+074D8,瓘,0,王雚,guan4,王,雚,wang2,guan4,g,uan,4,w,ang,2,g,uan,4,"[0, 0, 0]","[1, 1, 1]"
4028,4290,U+074DA,瓚,0,王贊,zan4,王,贊,wang2,zan4,z,an,4,w,ang,2,z,an,4,"[0, 0, 0]","[1, 1, 1]"
4029,4291,U+074DB,瓛,0,王獻,huan2,王,獻,wang2,xian4,h,uan,2,w,ang,2,x,ian,4,"[0, 0, 1]","[0, 0, 0]"
4030,4293,U+074DE,瓞,A,瓜失,die2,瓜,失,gua1,shi1,d,ie,2,g,ua,1,sh,i,1,"[0, 0, 0]","[0, 0, 0]"
4031,4294,U+074E0,瓠,0,夸瓜,hu4,夸,瓜,kua1,gua1,h,u,4,k,ua,1,g,ua,1,"[0, 0, 0]","[0, 0, 0]"
4032,4295,U+074E3,瓣,4,辡瓜,ban4,辡,瓜,bian4,gua1,b,an,4,b,ian,4,g,ua,1,"[1, 0, 1]","[0, 0, 0]"
4034,4298,U+074E8,瓨,0,工瓦,jiang1,工,瓦,gong1,wa3,j,iang,1,g,ong,1,w,a,3,"[0, 0, 1]","[0, 0, 0]"
4036,4300,U+074EA,瓪,A,瓦反,fan3,瓦,反,wa3,fan3,f,an,3,w,a,3,f,an,3,"[0, 0, 1]","[1, 1, 1]"
4037,4301,U+074EC,瓬,0,方瓦,fang3,方,瓦,fang1,wa3,f,ang,3,f,ang,1,w,a,3,"[1, 1, 0]","[0, 0, 1]"
4041,4305,U+074F4,瓴,0,令瓦,ling2,令,瓦,ling4,wa3,l,ing,2,l,ing,4,w,a,3,"[1, 1, 0]","[0, 0, 0]"
4042,4306,U+074F5,瓵,0,台瓦,yi2,台,瓦,tai2,wa3,y,i,2,t,ai,2,w,a,3,"[0, 0, 1]","[0, 0, 0]"
4043,4307,U+074F7,瓷,1,次瓦,ci2,次,瓦,ci4,wa3,c,i,2,c,i,4,w,a,3,"[1, 1, 0]","[0, 0, 0]"
4045,4309,U+074FB,瓻,0,稀瓦,chi1,稀,瓦,xi1,wa3,ch,i,1,x,i,1,w,a,3,"[0, 1, 1]","[0, 0, 0]"
4047,4311,U+074FD,瓽,1,尚瓦,dang4,尚,瓦,shang4,wa3,d,ang,4,sh,ang,4,w,a,3,"[0, 1, 1]","[0, 0, 0]"
4048,4312,U+074FF,瓿,0,咅瓦,pou3,咅,瓦,pou4,wa3,p,ou,3,p,ou,4,w,a,3,"[1, 1, 0]","[0, 0, 1]"
4049,4313,U+07501,甁,0,幷瓦,ping2,幷,瓦,bing4,wa3,p,ing,2,b,ing,4,w,a,3,"[0, 1, 0]","[0, 0, 0]"
4050,4314,U+07502,甂,0,扁瓦,bian1,扁,瓦,bian3,wa3,b,ian,1,b,ian,3,w,a,3,"[1, 1, 0]","[0, 0, 0]"
4052,4316,U+07508,甈,0,臬瓦,qi4,臬,瓦,nie4,wa3,q,i,4,n,ie,4,w,a,3,"[0, 0, 1]","[0, 0, 0]"
4053,4317,U+0750C,甌,0,區瓦,ou1,區,瓦,qu1,wa3,00,ou,1,q,u,1,w,a,3,"[0, 0, 1]","[0, 0, 0]"
4054,4318,U+0750D,甍,1,夢瓦,meng2,夢,瓦,meng4,wa3,m,eng,2,m,eng,4,w,a,3,"[1, 1, 0]","[0, 0, 0]"
4055,4319,U+0750E,甎,0,專瓦,zhuan1,專,瓦,zhuan1,wa3,zh,uan,1,zh,uan,1,w,a,3,"[1, 1, 1]","[0, 0, 0]"
4056,4320,U+07511,甑,0,曾瓦,zeng4,曾,瓦,ceng2,wa3,z,eng,4,c,eng,2,w,a,3,"[0, 1, 0]","[0, 0, 0]"
4057,4321,U+07513,甓,1,辟瓦,pi4,辟,瓦,pi4,wa3,p,i,4,p,i,4,w,a,3,"[1, 1, 1]","[0, 0, 0]"
4058,4322,U+07515,甕,1,雍瓦,weng4,雍,瓦,yong1,wa3,w,eng,4,y,ong,1,w,a,3,"[0, 0, 0]","[1, 0, 0]"
4059,4323,U+07517,甗,0,鬳瓦,yan3,鬳,瓦,juan4,wa3,y,an,3,j,uan,4,w,a,3,"[0, 0, 0]","[0, 0, 1]"
4060,4325,U+0751A,甚,1,甘匹,shen2,甘,匹,gan1,pi3,sh,en,2,g,an,1,p,i,3,"[0, 0, 0]","[0, 0, 0]"
4061,4326,U+0751B,甛,0,甘舌,tian2,甘,舌,gan1,she2,t,ian,2,g,an,1,sh,e,2,"[0, 0, 0]","[0, 0, 1]"
4062,4327,U+0751C,甜,0,舌甘,tian2,舌,甘,she2,gan1,t,ian,2,sh,e,2,g,an,1,"[0, 0, 1]","[0, 0, 0]"
4063,4329,U+07521,甡,0,生生,shen1,生,生,sheng1,sheng1,sh,en,1,sh,eng,1,sh,eng,1,"[1, 0, 1]","[1, 0, 1]"
4064,4330,U+07522,產,8,彥生,chan3,彥,生,yan4,sheng1,ch,an,3,y,an,4,sh,eng,1,"[0, 1, 0]","[0, 0, 0]"
4065,4331,U+07524,甤,A,豕生,rui2,豕,生,shi3,sheng1,r,ui,2,sh,i,3,sh,eng,1,"[0, 0, 0]","[0, 0, 0]"
4066,4332,U+07525,甥,0,生男,sheng1,生,男,sheng1,nan2,sh,eng,1,sh,eng,1,n,an,2,"[1, 1, 1]","[0, 0, 0]"
4068,4336,U+0752F,甯,1,寧用,ning2,寧,用,ning2,yong4,n,ing,2,n,ing,2,y,ong,4,"[1, 1, 1]","[0, 0, 0]"
4069,4340,U+07537,男,1,田力,nan2,田,力,tian2,li4,n,an,2,t,ian,2,l,i,4,"[0, 0, 1]","[0, 0, 0]"
4070,4341,U+07538,甸,9,勹田,dian4,勹,田,bao1,tian2,d,ian,4,b,ao,1,t,ian,2,"[0, 0, 0]","[0, 1, 0]"
4071,4342,U+07539,甹,1,由丂,ping2,由,丂,you2,kao3,p,ing,2,y,ou,2,k,ao,3,"[0, 0, 1]","[0, 0, 0]"
4072,4343,U+0753A,町,0,田丁,ting3,田,丁,tian2,ding1,t,ing,3,t,ian,2,d,ing,1,"[1, 0, 0]","[0, 1, 0]"
4074,4345,U+0753F,甿,0,田亡,meng2,田,亡,tian2,wang2,m,eng,2,t,ian,2,w,ang,2,"[0, 0, 1]","[0, 0, 1]"
4075,4346,U+07541,畁,1,甶丌,qi2,甶,丌,fu2,ji1,q,i,2,f,u,2,j,i,1,"[0, 0, 1]","[0, 1, 0]"
4076,4347,U+07549,畉,0,田夫,fu2,田,夫,tian2,fu1,f,u,2,t,ian,2,f,u,1,"[0, 0, 1]","[1, 1, 0]"
4077,4348,U+0754B,畋,0,田攵,tian2,田,攵,tian2,sui1,t,ian,2,t,ian,2,s,ui,1,"[1, 1, 1]","[0, 0, 0]"
4078,4349,U+0754C,界,1,田介,jie4,田,介,tian2,jie4,j,ie,4,t,ian,2,j,ie,4,"[0, 0, 0]","[1, 1, 1]"
4079,4350,U+0754E,畎,0,田犬,quan3,田,犬,tian2,quan3,q,uan,3,t,ian,2,q,uan,3,"[0, 0, 0]","[1, 1, 1]"
4080,4351,U+0754F,畏,1,甶虎,wei4,甶,虎,fu2,hu3,w,ei,4,f,u,2,h,u,3,"[0, 0, 0]","[0, 0, 0]"
4081,4352,U+07551,畑,0,火田,tian2,火,田,huo3,tian2,t,ian,2,h,uo,3,t,ian,2,"[0, 0, 0]","[1, 1, 1]"
